,predicted_label,label,model correct
18416,1,1,True
5045,0,0,True
9548,1,0,False
9078,1,0,False
22688,1,1,True
7120,1,0,False
22551,1,1,True
21442,0,1,False
19794,0,1,False
7321,1,0,False
18514,0,1,False
14669,1,1,True
8702,1,0,False
11022,1,0,False
1904,0,0,True
18331,1,1,True
21598,1,1,True
7193,0,0,True
6002,1,0,False
14773,1,1,True
20245,0,1,False
17203,1,1,True
837,1,0,False
20874,0,1,False
15085,0,1,False
12893,1,1,True
8962,0,0,True
7530,1,0,False
5108,0,0,True
3437,1,0,False
1045,1,0,False
19016,0,1,False
4696,0,0,True
20184,0,1,False
1792,0,0,True
10696,0,0,True
22390,1,1,True
7692,0,0,True
19709,0,1,False
11131,1,0,False
21047,0,1,False
11169,0,0,True
14831,1,1,True
4895,1,0,False
7990,1,0,False
821,0,0,True
14823,0,1,False
7994,1,0,False
10354,1,0,False
9804,0,0,True
12643,0,1,False
19958,1,1,True
13707,1,1,True
9178,1,0,False
24841,0,1,False
1062,1,0,False
15302,0,1,False
7422,0,0,True
14722,1,1,True
5872,1,0,False
12021,1,0,False
19861,1,1,True
9863,0,0,True
11098,0,0,True
20125,0,1,False
23232,0,1,False
2268,0,0,True
6514,0,0,True
22616,1,1,True
20387,1,1,True
18108,1,1,True
3799,1,0,False
2041,1,0,False
11323,0,0,True
6555,0,0,True
17847,1,1,True
24316,0,1,False
18731,1,1,True
17800,0,1,False
22178,1,1,True
20882,1,1,True
11534,1,0,False
9059,1,0,False
16249,1,1,True
7225,1,0,False
7864,1,0,False
23859,0,1,False
10502,1,0,False
16926,1,1,True
18508,1,1,True
10465,1,0,False
4881,0,0,True
2045,1,0,False
18593,1,1,True
8456,0,0,True
18446,0,1,False
5847,0,0,True
16960,0,1,False
11855,0,0,True
19839,0,1,False
23455,0,1,False
4510,1,0,False
23686,0,1,False
2999,0,0,True
18452,0,1,False
2980,0,0,True
3198,0,0,True
18323,0,1,False
17890,1,1,True
7509,1,0,False
880,1,0,False
9985,1,0,False
4688,0,0,True
7469,1,0,False
22034,1,1,True
23688,1,1,True
19498,0,1,False
7598,1,0,False
22916,1,1,True
24696,1,1,True
10909,0,0,True
21230,1,1,True
16118,0,1,False
22071,1,1,True
23180,0,1,False
12044,0,0,True
3120,1,0,False
8688,1,0,False
13794,0,1,False
15900,1,1,True
17184,0,1,False
14372,0,1,False
5424,0,0,True
6042,0,0,True
12768,0,1,False
10087,0,0,True
21716,1,1,True
6571,0,0,True
16299,1,1,True
14896,0,1,False
5279,1,0,False
16787,0,1,False
22095,1,1,True
390,1,0,False
22918,0,1,False
11235,0,0,True
11454,0,0,True
16060,1,1,True
14141,1,1,True
23412,0,1,False
10308,0,0,True
10955,1,0,False
20478,1,1,True
16933,1,1,True
22877,1,1,True
22545,1,1,True
10567,1,0,False
9700,0,0,True
12053,0,0,True
18913,0,1,False
6001,0,0,True
20700,0,1,False
20319,1,1,True
1817,1,0,False
9193,1,0,False
13181,0,1,False
2733,0,0,True
2047,0,0,True
22352,1,1,True
12998,1,1,True
7500,1,0,False
12836,0,1,False
7398,0,0,True
6509,1,0,False
21737,0,1,False
24556,1,1,True
18501,1,1,True
13301,1,1,True
21690,1,1,True
15035,1,1,True
7247,1,0,False
1551,0,0,True
8478,0,0,True
10124,0,0,True
16661,0,1,False
268,0,0,True
12991,0,1,False
4006,0,0,True
7622,1,0,False
14051,1,1,True
14190,0,1,False
18381,0,1,False
11115,0,0,True
9147,1,0,False
22424,0,1,False
18276,0,1,False
3228,0,0,True
21728,0,1,False
1217,1,0,False
18596,1,1,True
12494,1,0,False
13477,1,1,True
23124,1,1,True
11371,0,0,True
20616,1,1,True
4513,1,0,False
3377,1,0,False
24250,0,1,False
4834,0,0,True
4909,0,0,True
13629,1,1,True
18316,0,1,False
474,1,0,False
20191,1,1,True
3588,0,0,True
21772,1,1,True
528,1,0,False
6741,1,0,False
17753,1,1,True
23134,1,1,True
2613,0,0,True
11181,0,0,True
9903,1,0,False
1391,1,0,False
17717,1,1,True
14450,1,1,True
10697,1,0,False
16316,1,1,True
24963,0,1,False
3711,0,0,True
18600,1,1,True
3113,0,0,True
6497,0,0,True
14117,1,1,True
9061,1,0,False
5295,1,0,False
23646,0,1,False
23075,0,1,False
874,0,0,True
24183,1,1,True
18736,0,1,False
24801,0,1,False
19031,0,1,False
24455,0,1,False
23145,0,1,False
23802,0,1,False
5549,0,0,True
394,0,0,True
12885,1,1,True
15782,0,1,False
18701,1,1,True
20282,0,1,False
15981,1,1,True
16939,0,1,False
3088,0,0,True
24123,1,1,True
14676,0,1,False
6069,0,0,True
3317,1,0,False
24558,0,1,False
22908,1,1,True
11805,1,0,False
16636,0,1,False
7695,1,0,False
23393,0,1,False
23700,0,1,False
18699,1,1,True
9745,0,0,True
5569,0,0,True
578,1,0,False
17286,1,1,True
8647,1,0,False
14968,1,1,True
22069,1,1,True
20653,1,1,True
13914,0,1,False
20828,0,1,False
11060,1,0,False
18735,1,1,True
10110,0,0,True
7017,1,0,False
24845,0,1,False
9415,1,0,False
11240,0,0,True
166,0,0,True
19593,0,1,False
3719,0,0,True
12065,1,0,False
3098,0,0,True
1124,1,0,False
2123,1,0,False
17317,0,1,False
21485,0,1,False
12318,1,0,False
24990,1,1,True
10787,1,0,False
485,0,0,True
9204,0,0,True
1427,1,0,False
18411,0,1,False
15220,0,1,False
13910,1,1,True
10766,1,0,False
22465,0,1,False
8994,1,0,False
8334,0,0,True
24861,0,1,False
8951,0,0,True
14498,1,1,True
9446,0,0,True
2181,0,0,True
11881,0,0,True
6689,0,0,True
9395,0,0,True
15688,0,1,False
7403,1,0,False
6369,0,0,True
15252,1,1,True
